claimlosscause,tpvehicledamage,tpvehicletowed,tpvehicledriveable,tpvehicletotalloss,tpvehiclerecovered,ivehicledamage,ivehicletowed,ivehicledriveable,ivehicletotalloss,ivehiclerecovered,trt__ivehicledamage,trt__ivehicledriveable,trt__ivehiclerecovered,trt__ivehicletotalloss,trt__ivehicletowed,trt__tpvehicledamage,trt__tpvehicledriveable,trt__tpvehiclerecovered,trt__tpvehicletotalloss,trt__tpvehicletowed,claimdecision,claimliability,claimlodgemethod,policyproducttype,policychannel,policypremiumbilling,new__claimdecision,new__claimliability,new__claimlodgemethod,new__policychannel,new__policypremiumbilling,new__policyproducttype,savings,claimid,claimstatus,claimcatastrophecode,claimcatastrophedesc,claimlosssuburb,claimlossstate,cls,claimincidentdescription,claimpolicenotified,claimpolicedate,claimpolicetime,claimfirenotified,claimreserve,claimexcesstotal,claimexcessapplicable,claimexcesswaived,policybrand,policystatus,policylob,policytype,policybillingrenewal,policyalterations,riskmotoragreedvalue,riskmotormarketvalue,risksuburb,riskstate,risksuminsured,riskmotorpurchaseprice,tpvehicleyear,tpvehicledriverage,ivehicleyear,ivehicledriverage,insured_parties,tp_parties,tp_parties_var,ActivityOwner,AdditionalInsured,Agent,AlternateContact,AnimalOwner,AppointmentContact,AssessmentLocation,Assessor,Broker,CaseManager,Claimant,ClaimantDependent,Complainant,Cyclist,DefenceBarrister,DefenceLawFirm,Defendant,Driver,Employee,Employer,Engineer,Executor,ExternalAssessor,Financier,FormerInsured,HireCarAgency,ImpactParty,IncidentParty,Informant,InjuredParty,Insured,InsuredRepresentative,Interestedparty,Investigator,LawEnforcementAgency,LegalCaseManager,ListedDriver,MainContact,MakeSafeProviderGeneralBuilder,Mortgagee,MotorRepairShop,NegotiationContact,Neighbour,Observer,Occupant,Other,OtherInsurer,Owner,OwningAgency,Passenger,Payee,Pedestrian,Plaintiff,PlaintiffLawFirm,PlaintiffsAttorney,Powerofattorney,PrimaryAssessor,RealEstateAgent,RecoveryAgent,RecoveryOnBehalfOf,RecoveryPayer,RepairShop,Repairer,Reporter,ResponsibleParty,ResponsiblePartyForIncident,SalvageService,ServiceProvider,SharpAgency,Supervisor,Supplier,Suspect,Swimmer,TPSettlementParty,Tenant,ThirdPartyInsurer,TowingAgency,TransportCarrier,UnitOwner,Vendor,Witness,claim_lag_losslodge,claim_lag_lossinception,claim_lag_lossalteration,fraud_class,prev_claims,POLICYINCEPTIONDATE,POLICYEXPIRYDATE,POLICYNBRCLAIMS,flag_claimpolicenotified,flag_claimfirenotified,flag_ivehicledriveable,flag_trt_ivehicledriveable,flag_trt_tpvehicledriveable,flag_prev_claims,flag_trt_ivehicletotalloss,flag_trt_tpvehicletotalloss,flag_newclaimlodgemethod_phone,new_claimlodgemethod_make,flag_aggclaimlosscause_driving,flag_aggclaimlosscause_parked,flag_aggclaimlosscause_theft,flag_aggclaimlosscause_hazard,flag_motorrepairshop,flag_salvageservice,flag_towingagency,alternate_fraud_class,flag_trt_tpvehicliedriveable,flag_trt_ivehicledamage,flag_trt_tpvehicledamage,flag_claimexcesswaived,flag_clsStat
Damage Whilst Driven,Yes,No,Yes,Yes,,Yes,No,No,No,,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Accept,At Fault,Phone,Third Party Propert,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Third Party Propert,0,6239369,Closed,,,PORT ADELAIDE,SA,Third Party Hit in Rear by Insured,My daughter was just driving behind another car who just stop suddenly then indicated to get into a car space causing my daughter to hit that car in the rear    POI - IV Front Bumper  POI - TP Rear Bumper,Yes,2/3/2014,34500,No,805,850,850,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,NORTH HAVEN,SA,0,0,1992,0,1999,17.43,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,210,2,363,0,yes,2/1/2014,2/1/2015,0,1,0,0,0,1,1,0,1,1,NA,1,0,0,0,1,0,1,1,1,1,1,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,Withou,At Fault,Phone,Motor Comprehensive,INTERNET,Annual,Withou,At Fault,Phone,INTERNET,Annual,Motor Comprehensive,3905,6239374,Closed,,,PALMWOODS,QLD,Collision with Stationary Object,I have run off the road and hit bridge post.,Yes,NA,NA,No,755.1,695,695,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,4600,0,HUNCHY,QLD,4600,2500,0,0,1997,35.57,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,615,105,260,0,yes,10/21/2013,10/21/2014,0,1,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,1,1,0,1,0,0,1
Damage Whilst Driven,Yes,No,Yes,No,,No,No,Yes,No,,No,Yes,No,No,No,Yes,Yes,No,No,No,Reject,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Reject,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6239378,Closed,,,AITKENVALE,QLD,Third Party Hit in Rear by Insured,I was in peak hour traffic  I noticed the car in front's brake lights went on_ so I slowed down_ then they went off and he moved forward_ so did I. Then he has stopped and I have run in to the back of him,No,NA,NA,No,0,1000,1000,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,2200,0,CRANBROOK,QLD,2200,0,1999,0,1997,22.36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228712,0,365,0,yes,8/28/2013,8/28/2014,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,0,1,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6239420,Closed,,,MISSION BEACH,QLD,Roll Over,I WAS DRIVING ON THE MISSION BEACH ROAD HEADING TOWARDS THE EL RISH TURNOFF AND I HAVE SWERVED TO TO MISS A CASUARY AND THE VEHICLE HAS GONE OFF THE ROAD AND ROLLED OVER     IV POI-UNKNOWN,Yes,NA,NA,No,9587.44,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,12000,0,VINCENT,QLD,12000,0,0,0,2002,46.48,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72660,2,363,0,yes,12/13/2013,12/13/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,0
Damage Whilst Parked,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6239713,Closed,,,BURWOOD,NSW,Accidental Damage whilst parked,My vehicle was parked and i was outside of the car. There was another car parked next to me. It was reversing out and was turning and has hit my parked car.,No,NA,NA,No,77.24,650,0,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,32990,0,GREENACRE,NSW,32990,0,0,45.32,2014,69.73,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,362,0,yes,1/31/2014,1/31/2015,0,0,0,1,1,1,1,0,0,1,NA,0,1,0,0,1,0,0,1,1,1,1,0,0
Theft,,,,,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6239790,Closed,,,WALLERAWANG,NSW,Theft of accessories / contents,our house was broken into and both one of our vehicles was stolen/the keys to vehicle insured with gio were also stolen/wanted to see if this would be covered under a claim,No,NA,NA,No,0,0,0,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",1,25400,0,WALLERAWANG,NSW,25400,41500,0,0,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17689,1458,3,0,yes,1/25/2010,1/25/2014,0,0,0,0,0,0,1,0,0,1,NA,0,0,1,0,0,0,0,1,0,0,0,0,0
Theft,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Accept,Not at Fault,Phone,,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6239878,Closed,,,WARANA,QLD,Theft of vehicle,I heard a loud explosion and came out and realised my car has been stolen and it was down the road on fire.,Yes,NA,NA,No,17534.78,500,500,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,16000,0,MOOLOOLABA,QLD,16000,0,0,0,1990,30.32,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,900,1342,119,0,yes,6/1/2010,6/1/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,1,1,1,0,1,0,0,0
Damage Whilst Parked,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6240019,Closed,,,EIGHT MILE PLAIN,QLD,Accidental Damage whilst parked,My car was parked and when I finished work_ I went back and found out that  another car had ran into mine.    POI IV: d/s front door,No,NA,NA,No,3848.78,600,600,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,77550,0,HOLLAND PARK WEST,QLD,77550,173527,0,0,2008,37.33,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5112,2045,146,0,no,6/25/2008,6/25/2014,2,0,0,1,1,0,0,0,0,1,NA,0,1,0,0,1,0,0,1,0,1,0,0,0
Theft,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6240133,Closed,,,HAMLYN TERRACE,NSW,Theft of vehicle,My vehicle was parked in my driveway before I left for the Holiday. I received a phone call from my friend last Australia day and said that they saw my car was being driven around and they are asking if I know about it. That is when I reported it to the police.    IV POI: unrecovered theft,Yes,1/26/2014,73800,No,0,1175,1175,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,21300,0,HAMLYN TERRACE,NSW,21300,23000,0,0,2010,34.79,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11390,1214,63,0,no,9/30/2010,3/30/2014,1,1,0,0,0,0,0,0,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6240161,Closed,,,PINELANDS,NT,Collision with Stationary Object,I was asleep and I received a call from a mate to pick him up. It was raining that time & the road is wet. I was driving at the left side of the road then my car spun around and that's when It hit the railing and a tree and it damaged my car.    IV POI: rear p/s panel,Yes,2/3/2014,46800,No,11601.9,850,850,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,13000,0,HUMPTY DOO,NT,13000,10500,0,0,2007,23.17,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,724,314,51,0,yes,3/26/2013,3/26/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,1
Damage Whilst Driven,Yes,No,No,No,,Yes,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,Accept,At Fault,Phone,,INTERNET,Annual,Accept,At Fault,Phone,INTERNET,Annual,Motor Comprehensive,0,6240163,Closed,,,CANTERBURY,NSW,Insured Failed Right of Way,I was dropping my friend off last night_ from my house_ I was doing a 3 point turn_   and I pulled into a driveway to execute my 3 point turn_ as I reversed out I did not see a motorbike and he has hit the rear of my car.    damage poi iv - exhaust pushed out of position_ rear bumper is dropping down_ rear qtr panel clips broken and scratches    damage poi tp _ - motorbike badly damage_ farings damaged,No,NA,NA,No,4273.57,2025,2025,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",1,5000,0,ASHFIELD,NSW,5000,0,2012,0,2000,24.51,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,878,6,359,0,yes,1/27/2014,1/27/2015,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,1,1,0,1,1,0,0
Damage Whilst Parked,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6240528,Closed,,,ROCKLEA,QLD,Accidental Damage whilst parked,I went out to the Chinese New Year festival @ Rocklea Showgrounds_ we parked the car and when we came back we found it damaged.    **Tai started the call by saying the car has been parked in their garage and it is damaged - changed version of events during call **    IO damage - boot dented_ paint scratched_ p/s front/rear doors dented_ scratched paint.,No,NA,NA,No,1519.72,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,21190,0,GOODNA,QLD,21190,0,0,0,2007,55.7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13909,122,243,0,yes,9/24/2013,9/24/2014,0,0,0,1,1,0,1,0,0,1,NA,0,1,0,0,0,0,0,1,0,1,0,0,0
Damage Whilst Parked,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Reject,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Reject,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,1325,6240567,Closed,,,DONCASTER EAST,VIC,Accidental Damage whilst parked,My car was parked outside my friend's house and when we came back to the car_ someone has hit it without leaving any details.    POI IV: d/s rear light_ d/s rear corner  POI TP: unknown,No,NA,NA,No,0,1175,1175,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,30100,0,TEMPLESTOWE,VIC,30100,0,0,0,2008,45.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10228,14,351,0,yes,1/13/2014,1/13/2015,0,0,0,1,1,0,1,0,0,1,NA,0,1,0,0,1,0,0,1,0,1,0,0,0
Theft,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6240570,Closed,,,PORT HEDLAND,WA,Theft of vehicle,I WAS STAYING AT A HOTEL AND MY CAR WAS PARKED IN A CAR PARK OUT THE BACK. WHEN I HAVE RETURNED TO MY CAR THIS MORNING IT WAS GONE. MY CAR KEYS WERE INSIDE THE HOTEL AND THEY HAVE BEEN STOLEN AS WELL.,Yes,NA,NA,No,13801.9,400,400,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,25000,0,SOUTH HEDLAND,WA,25000,0,0,0,2006,40.98,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,425,563,167,0,yes,7/20/2012,7/20/2014,0,1,0,1,1,0,1,1,0,1,NA,0,0,1,0,0,1,1,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6240643,Closed,,,PRESTONS,NSW,Collision with Stationary Object,I was driving South on the M7 I was almost near where the m7 meet the M5 I was in the Right lane & a truck in the left was merging into the right lane_ I thought I was I was going to be taken out by the the truck so I took evasive action & have hit the concrete barrier on my right.    POI IV - DS Front Wheel Arch / DS Panels,Yes,NA,NA,No,13187.54,1050,1050,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,14085,0,GREENACRE,NSW,14085,0,0,0,2010,23.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4974,1127,334,0,yes,12/31/2010,12/31/2014,0,1,0,1,1,0,1,1,0,1,NA,1,0,0,0,0,1,0,1,0,1,0,0,1
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Reject,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Reject,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6240713,Closed,,,RANDWICK,NSW,Insured Failed Right of Way,time of loss 5.10 pm   My son went to take a right turn and didn't see the oncoming  car. The car isn't drivable _ we are here at the SOA. Called services who confirmed that policy has been cancelled effective the 11/08/2013_ they explained we tried 4 times in August only getting Augusts PBTM on the 5th time_ same happened in September but nothing was received. We've sent at least 6 letters. IO confirmed she was receiving the letters but,No,NA,NA,No,0,2025,0,No,AAMI,Void,Personal Insurance,Personal auto,"Automatic",0,9490,0,ZETLAND,NSW,9490,10000,0,0,2005,21.23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207,158,0,yes,7/11/2013,7/11/2014,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Damage Whilst Driven,Yes,No,No,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,No,No,No,No,Accept,At Fault,Phone,Third Party Propert,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Third Party Propert,0,6241044,Closed,,,Northam,WA,Third Party Hit in Rear by Insured,I was driving on the road approaching the intersection when I hit the car infront of me.    IV POI: Front Bumper Bar  TPV POI: Rear Bumper Bar,No,NA,NA,No,6812.47,450,450,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,PERTH,WA,0,5500,0,0,2000,46.8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,151,2,363,0,yes,2/1/2014,2/1/2015,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,1,1,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,,INTERNET,Annual,Accept,At Fault,Phone,INTERNET,Annual,Motor Comprehensive,0,6241214,Closed,,,CLAYTON,VIC,Collision with Stationary Object,Time of loss 8:45pm  I was driving along & turning when I loss control of the car and by accident I hit a tree causing damage.  POI IO: Front end - middle,No,NA,NA,No,14036.49,600,600,No,Bingle,In force,Personal Insurance,Personal auto,"Automatic",0,15000,0,Cranbourne East,VIC,15000,18000,0,0,2011,32.77,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,27,338,0,yes,1/7/2014,1/7/2015,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,0,1,1,0,1,0,0,1
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6241302,Closed,,,WENTWORTHVILLE,NSW,Theft of vehicle,I parked my vehicle in the car park near the station Friday evening when I came back the next day to pick up the vehicle it was already missing.    IV POI: Unrecovered Theft,Yes,2/1/2014,72000,No,10125,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,10750,0,EPPING,NSW,10750,12990,0,0,2006,25.97,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2802,1635,191,0,no,8/11/2009,8/11/2014,1,1,0,0,0,0,0,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Parked,Yes,No,No,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,INTERNET,Annual,Accept,Not at Fault,Phone,INTERNET,Annual,Motor Comprehensive,0,6241349,Closed,,,ORMOND,VIC,Accidental Damage whilst parked,My car was parked on the side of the road when another car has hit my car.    IV POI: Front Bumper  TPV POI: Front Bumper,No,NA,NA,No,2688.64,720,0,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,78600,0,CAULFIELD SOUTH,VIC,78600,0,0,0,2011,44.03,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,327,38,0,yes,3/13/2013,3/13/2014,0,0,0,1,1,0,1,0,0,1,NA,0,1,0,0,0,0,1,1,0,1,1,0,0
Damage Whilst Driven,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6241474,Closed,,,FORRESTDALE,WA,Insured Failed Right of Way,My Husband was travelling on a dual lane roundabout_ the Roundabout has a dotted line that runs between the two lanes towards the exit onto The Ranford Road Exit_  he entered in the left lane of two on Ranford Road with the intention of turning right into Lake Road_ however as he was making the turn to the right_ a car in the right lane of the roundabout has impacted the DS F and R Door of IOV.  POI IOV: F and R DS door  POI TPV: DS F Bum,No,NA,NA,No,4986.62,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,8000,0,SEVILLE GROVE,WA,8000,0,0,0,2004,50.34,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1650,177,188,0,yes,8/9/2013,8/9/2014,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,0,0,1,1,0,1,0,0,0
